,Contrast,Homogeneity,Energy,Correlation,Hue_Mean,Saturation_Mean,Value_Mean,Label
0,84.43693974103586,0.40046415219433834,0.10881976954390894,0.9835769709427012,30.597691052829717,185.9823064374451,132.87852930104154,1
1,154.30317791334662,0.34123039602932603,0.08239403843804871,0.9718526075544126,33.20292008527683,195.1288196911945,111.08876542412301,1
2,159.52634773406376,0.30653055398020174,0.059586981728336985,0.9740894981572302,30.05635019347706,180.34456191265892,131.70574212271973,1
3,93.3598418824701,0.3851401453441532,0.1102871241630931,0.9850921316259209,31.9220446720226,196.35477178423236,134.9081839851682,1
4,190.04587898406373,0.3377467981523687,0.09872587980848195,0.9637001908071225,33.21507696734283,200.1127895266868,108.26089771255934,1
5,38.45261142928287,0.35378582372288686,0.06356853965041181,0.995609123747293,32.80214851111949,220.66253298153035,105.44225405201658,1
6,24.351546937250998,0.4016819765617756,0.11500268362632496,0.9953869172796775,32.13995190296947,206.57705980761187,129.33887494772063,1
7,92.67238857071712,0.32050016039216456,0.08653348738661971,0.981274954366066,28.457011795543906,195.8048492791612,142.29650502402797,1
8,37.555605702191244,0.3432595288156423,0.08912849738522616,0.993019185490056,29.825914614334916,181.04116576775618,141.31204106829554,1
9,92.38257905876496,0.2747925182978363,0.08865264271613066,0.9854968498696478,30.434998610339075,187.64066842690383,130.8283073929961,1
10,72.28710159362548,0.31044707945424627,0.0837579792165471,0.9906873710440322,34.07773203592814,197.43394461077844,118.35351796407186,1
11,21.738608067729086,0.4549448221221427,0.10274851307686032,0.9959196367046549,30.63457041789076,183.45470351939565,127.07746267761856,1
12,146.90500498007967,0.3553586897418503,0.08258164126335893,0.9802791069303322,34.01268338054369,172.51959582294,120.59003086289266,1
13,32.38729457171315,0.40083230839339995,0.08447542588775021,0.9943282230617068,32.29616041813247,186.80872449492412,127.75123127952558,1
14,146.2777795069721,0.2939156823492647,0.08045994289710992,0.9754627064197801,31.676528099652376,177.93536355735804,134.79218568945538,1
15,179.0213676543825,0.8178181035151862,0.7840665292077266,0.9680202868036969,50.46507961532398,152.1724735929371,107.06526880025224,1
16,54.27676792828685,0.4324273150711998,0.10783872142271544,0.9849048597257207,29.952762430939227,177.79180478821362,132.1536832412523,1
17,53.63780814243028,0.4347218489860143,0.12986436687582018,0.9894981270825409,31.405490396056432,182.68689444161143,124.4095699473058,1
18,38.50361055776893,0.3256714449103302,0.06516810787935762,0.9943617717173477,32.36650191177842,200.81780596226182,125.65556902608101,1
